timestamp,source_ip,destination_ip,source_country,protocol,packet_size,dest_port,label,metadata
2026-02-07 10:05:38,45.33.11.9,10.0.5.74,USA,ICMP,171,8080,Normal,"{'chaos_factor': np.float64(0.2537338730077817), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.25,10.0.5.92,FRA,ICMP,2068,3389,Brute Force,"{'chaos_factor': np.float64(0.25373387359551014), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.36,10.0.5.22,USA,UDP,454,53,Normal,"{'chaos_factor': np.float64(0.2537338742284484), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.2,10.0.5.86,KOR,SCTP,72,443,Normal,"{'chaos_factor': np.float64(0.25373387495180644), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.14,10.0.5.12,USA,TCP,78,8080,Normal,"{'chaos_factor': np.float64(0.25373387610465825), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.42,10.0.5.25,RUS,SCTP,655,8080,Normal,"{'chaos_factor': np.float64(0.2537338767828064), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.24,10.0.5.90,JPN,TCP,447,443,Normal,"{'chaos_factor': np.float64(0.25373387739313974), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.22,10.0.5.72,CHN,ICMP,3085,443,DDoS,"{'chaos_factor': np.float64(0.2537338780486829), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.9,10.0.5.25,FRA,TCP,219,80,Normal,"{'chaos_factor': np.float64(0.2537338789754854), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.25,10.0.5.66,IND,SCTP,136,8080,Normal,"{'chaos_factor': np.float64(0.25373387992489277), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.35,10.0.5.79,FRA,ICMP,3054,443,DDoS,"{'chaos_factor': np.float64(0.25373388064825075), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.15,10.0.5.95,DEU,SCTP,182,22,Normal,"{'chaos_factor': np.float64(0.25373388137160874), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.27,10.0.5.57,USA,ICMP,393,8080,Normal,"{'chaos_factor': np.float64(0.25373388207236175), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.27,10.0.5.16,JPN,ICMP,3923,8080,Exfiltration,"{'chaos_factor': np.float64(0.2537338828861395), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.23,10.0.5.25,IND,UDP,2084,5432,Brute Force,"{'chaos_factor': np.float64(0.25373388365470734), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.19,10.0.5.98,RUS,ICMP,329,80,Normal,"{'chaos_factor': np.float64(0.25373388442327516), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.45,10.0.5.83,DEU,UDP,96,80,Normal,"{'chaos_factor': np.float64(0.25373388507881833), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.1,10.0.5.74,DEU,ICMP,212,22,Normal,"{'chaos_factor': np.float64(0.25373388591520096), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.46,10.0.5.82,DEU,UDP,451,8080,Normal,"{'chaos_factor': np.float64(0.2537338944146567), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.30,10.0.5.10,USA,SCTP,110,22,Normal,"{'chaos_factor': np.float64(0.2537338962004465), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.42,10.0.5.49,RUS,TCP,3073,80,DDoS,"{'chaos_factor': np.float64(0.25373389721766854), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.46,10.0.5.33,BRA,TCP,698,80,Normal,"{'chaos_factor': np.float64(0.2537338978958166), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.48,10.0.5.77,KOR,SCTP,2023,3389,Brute Force,"{'chaos_factor': np.float64(0.2537338987321991), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.8,10.0.5.99,RUS,SCTP,437,80,Normal,"{'chaos_factor': np.float64(0.25373389954597675), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.31,10.0.5.44,GBR,SCTP,208,53,Normal,"{'chaos_factor': np.float64(0.25373390024672965), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.33,10.0.5.48,RUS,ICMP,65,80,Normal,"{'chaos_factor': np.float64(0.2537339009248777), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.43,10.0.5.58,BRA,UDP,3093,80,DDoS,"{'chaos_factor': np.float64(0.25373390158042075), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.1,10.0.5.82,CHN,TCP,173,21,Normal,"{'chaos_factor': np.float64(0.2537339022359638), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.13,10.0.5.42,CHN,TCP,374,21,Normal,"{'chaos_factor': np.float64(0.25373390295932163), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.22,10.0.5.67,JPN,UDP,3083,80,DDoS,"{'chaos_factor': np.float64(0.2537339035922598), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.17,10.0.5.55,DEU,SCTP,0,9561,Port Scan,"{'chaos_factor': np.float64(0.25373390427040776), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.16,10.0.5.42,GBR,ICMP,149,53,Normal,"{'chaos_factor': np.float64(0.25373390494855574), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.15,10.0.5.25,JPN,SCTP,843,8080,Normal,"{'chaos_factor': np.float64(0.2537339056040988), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.12,10.0.5.31,BRA,TCP,88,80,Normal,"{'chaos_factor': np.float64(0.2537339063048517), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.29,10.0.5.41,KOR,TCP,67,8080,Normal,"{'chaos_factor': np.float64(0.2537339069377898), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.47,10.0.5.91,CHN,ICMP,416,80,Normal,"{'chaos_factor': np.float64(0.25373390775156734), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.26,10.0.5.36,GBR,ICMP,805,21,Normal,"{'chaos_factor': np.float64(0.25373390852013505), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.1,10.0.5.73,BRA,ICMP,0,35584,Port Scan,"{'chaos_factor': np.float64(0.25373390904004844), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.6,10.0.5.46,IND,SCTP,3013,80,DDoS,"{'chaos_factor': np.float64(0.25373390976340626), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.22,10.0.5.76,USA,UDP,958,53,Normal,"{'chaos_factor': np.float64(0.25373391037373944), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.15,10.0.5.35,GBR,UDP,1500,443,Normal,"{'chaos_factor': np.float64(0.25373391102928244), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.26,10.0.5.38,USA,SCTP,0,12199,Port Scan,"{'chaos_factor': np.float64(0.2537339115944057), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.14,10.0.5.14,JPN,ICMP,1500,8080,Normal,"{'chaos_factor': np.float64(0.25373391224994873), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.42,10.0.5.71,KOR,UDP,406,443,Normal,"{'chaos_factor': np.float64(0.2537339128828868), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.42,10.0.5.70,FRA,ICMP,1500,53,Normal,"{'chaos_factor': np.float64(0.25373391353842983), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.12,10.0.5.99,KOR,UDP,347,8080,Normal,"{'chaos_factor': np.float64(0.25373391412615803), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.36,10.0.5.89,RUS,ICMP,1500,21,Normal,"{'chaos_factor': np.float64(0.2537339149851454), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.44,10.0.5.79,JPN,SCTP,53,21,Normal,"{'chaos_factor': np.float64(0.25373391597976236), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.7,10.0.5.27,FRA,SCTP,1294,21,Normal,"{'chaos_factor': np.float64(0.2537339166353053), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.26,10.0.5.48,GBR,SCTP,2080,22,Brute Force,"{'chaos_factor': np.float64(0.25373391740387297), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.27,10.0.5.88,USA,TCP,4386,443,Exfiltration,"{'chaos_factor': np.float64(0.2537339182854652), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.46,10.0.5.97,DEU,TCP,0,38678,Port Scan,"{'chaos_factor': np.float64(0.25373391898621805), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.29,10.0.5.80,DEU,TCP,387,8080,Normal,"{'chaos_factor': np.float64(0.2537339196869709), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.9,10.0.5.95,JPN,TCP,424,80,Normal,"{'chaos_factor': np.float64(0.25373392031990893), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.19,10.0.5.83,CHN,ICMP,599,443,Normal,"{'chaos_factor': np.float64(0.2537339209754519), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.18,10.0.5.35,GBR,ICMP,267,21,Normal,"{'chaos_factor': np.float64(0.25373392165359976), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.24,10.0.5.96,IND,SCTP,1121,22,Normal,"{'chaos_factor': np.float64(0.25373392248998217), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.46,10.0.5.65,JPN,ICMP,220,8080,Normal,"{'chaos_factor': np.float64(0.2537339233037596), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.1,10.0.5.74,CHN,SCTP,234,443,Normal,"{'chaos_factor': np.float64(0.25373392393669764), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.36,10.0.5.58,CHN,TCP,94,21,Normal,"{'chaos_factor': np.float64(0.25373392468266026), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.3,10.0.5.32,JPN,SCTP,1500,21,Normal,"{'chaos_factor': np.float64(0.25373392540601797), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.8,10.0.5.86,FRA,UDP,2062,5432,Brute Force,"{'chaos_factor': np.float64(0.2537339260615609), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.8,10.0.5.54,FRA,TCP,89,21,Normal,"{'chaos_factor': np.float64(0.25373392685273344), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.35,10.0.5.62,BRA,UDP,0,30242,Port Scan,"{'chaos_factor': np.float64(0.2537339274404616), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.31,10.0.5.49,GBR,ICMP,451,21,Normal,"{'chaos_factor': np.float64(0.25373392816381923), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.30,10.0.5.87,USA,SCTP,2061,22,Brute Force,"{'chaos_factor': np.float64(0.2537339289097819), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.22,10.0.5.37,BRA,TCP,73,22,Normal,"{'chaos_factor': np.float64(0.2537339295427199), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.28,10.0.5.91,DEU,SCTP,684,80,Normal,"{'chaos_factor': np.float64(0.2537339304695219), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.5,10.0.5.41,DEU,UDP,4226,8080,Exfiltration,"{'chaos_factor': np.float64(0.25373393114766973), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.10,10.0.5.81,DEU,UDP,2032,5432,Brute Force,"{'chaos_factor': np.float64(0.25373393187102744), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.21,10.0.5.82,RUS,TCP,74,22,Normal,"{'chaos_factor': np.float64(0.2537339326848048), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.12,10.0.5.33,GBR,UDP,2060,3389,Brute Force,"{'chaos_factor': np.float64(0.25373393404110045), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.36,10.0.5.22,KOR,SCTP,306,443,Normal,"{'chaos_factor': np.float64(0.2537339349679025), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.2,10.0.5.92,USA,UDP,210,21,Normal,"{'chaos_factor': np.float64(0.2537339357590749), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.19,10.0.5.92,CHN,UDP,1500,80,Normal,"{'chaos_factor': np.float64(0.25373393648243253), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.24,10.0.5.71,RUS,SCTP,110,53,Normal,"{'chaos_factor': np.float64(0.2537339372962099), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.26,10.0.5.28,USA,SCTP,366,21,Normal,"{'chaos_factor': np.float64(0.2537339379743577), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.49,10.0.5.51,FRA,TCP,3025,80,DDoS,"{'chaos_factor': np.float64(0.25373393872032024), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.15,10.0.5.11,USA,ICMP,1500,8080,Normal,"{'chaos_factor': np.float64(0.25373393957930745), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.7,10.0.5.13,BRA,TCP,302,22,Normal,"{'chaos_factor': np.float64(0.2537339405061094), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.14,10.0.5.48,JPN,SCTP,390,53,Normal,"{'chaos_factor': np.float64(0.25373394113904735), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.26,10.0.5.17,GBR,UDP,325,22,Normal,"{'chaos_factor': np.float64(0.2537339418398), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.34,10.0.5.66,KOR,TCP,3047,80,DDoS,"{'chaos_factor': np.float64(0.25373394247273795), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.11,10.0.5.16,BRA,SCTP,0,44088,Port Scan,"{'chaos_factor': np.float64(0.2537339431056759), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.7,10.0.5.79,JPN,UDP,3037,443,DDoS,"{'chaos_factor': np.float64(0.2537339437612187), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.25,10.0.5.39,BRA,SCTP,309,21,Normal,"{'chaos_factor': np.float64(0.25373394455239107), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.25,10.0.5.58,RUS,TCP,2076,5432,Brute Force,"{'chaos_factor': np.float64(0.2537339452305388), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.46,10.0.5.18,FRA,SCTP,731,21,Normal,"{'chaos_factor': np.float64(0.25373394588608167), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.19,10.0.5.57,USA,SCTP,305,22,Normal,"{'chaos_factor': np.float64(0.2537339464964146), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.8,10.0.5.39,RUS,ICMP,964,80,Normal,"{'chaos_factor': np.float64(0.2537339471067476), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.19,10.0.5.92,USA,TCP,1495,22,Normal,"{'chaos_factor': np.float64(0.2537339477622904), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.15,10.0.5.46,GBR,SCTP,659,53,Normal,"{'chaos_factor': np.float64(0.2537339483952283), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.31,10.0.5.43,JPN,UDP,308,443,Normal,"{'chaos_factor': np.float64(0.2537339498419435), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.1,10.0.5.87,GBR,UDP,0,30458,Port Scan,"{'chaos_factor': np.float64(0.25373395049748626), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.32,10.0.5.37,USA,SCTP,462,80,Normal,"{'chaos_factor': np.float64(0.25373395115302905), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.17,10.0.5.43,FRA,ICMP,3015,443,DDoS,"{'chaos_factor': np.float64(0.25373395201201615), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.23,10.0.5.49,DEU,ICMP,4230,8080,Exfiltration,"{'chaos_factor': np.float64(0.2537339529162131), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.17,10.0.5.98,DEU,UDP,170,8080,Normal,"{'chaos_factor': np.float64(0.2537339535039411), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.22,10.0.5.16,CHN,TCP,264,22,Normal,"{'chaos_factor': np.float64(0.25373395422729866), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.48,10.0.5.70,KOR,ICMP,396,21,Normal,"{'chaos_factor': np.float64(0.2537339549280513), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.12,10.0.5.17,KOR,ICMP,1500,443,Normal,"{'chaos_factor': np.float64(0.2537339555383842), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.12,10.0.5.42,DEU,SCTP,790,443,Normal,"{'chaos_factor': np.float64(0.2537339561261122), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.46,10.0.5.27,KOR,TCP,75,22,Normal,"{'chaos_factor': np.float64(0.25373395678165495), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.12,10.0.5.41,JPN,SCTP,2050,5432,Brute Force,"{'chaos_factor': np.float64(0.2537339577310617), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.18,10.0.5.96,RUS,ICMP,0,20744,Port Scan,"{'chaos_factor': np.float64(0.2537339584318143), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.9,10.0.5.34,CHN,UDP,167,8080,Normal,"{'chaos_factor': np.float64(0.25373395906475216), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.4,10.0.5.86,RUS,SCTP,553,53,Normal,"{'chaos_factor': np.float64(0.2537339597428998), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.16,10.0.5.20,IND,SCTP,1337,22,Normal,"{'chaos_factor': np.float64(0.2537339603758376), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.14,10.0.5.92,FRA,TCP,123,21,Normal,"{'chaos_factor': np.float64(0.25373396103138035), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.7,10.0.5.80,FRA,ICMP,294,22,Normal,"{'chaos_factor': np.float64(0.2537339618677625), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.41,10.0.5.20,FRA,ICMP,1344,8080,Normal,"{'chaos_factor': np.float64(0.2537339625233052), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.20,10.0.5.41,KOR,SCTP,519,53,Normal,"{'chaos_factor': np.float64(0.25373396320145286), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.27,10.0.5.38,GBR,UDP,125,21,Normal,"{'chaos_factor': np.float64(0.25373396381178576), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.15,10.0.5.29,GBR,SCTP,353,8080,Normal,"{'chaos_factor': np.float64(0.25373396446732843), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.12,10.0.5.13,USA,TCP,1500,80,Normal,"{'chaos_factor': np.float64(0.2537339653263155), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.21,10.0.5.83,JPN,UDP,3035,8443,DDoS,"{'chaos_factor': np.float64(0.2537339661174877), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.4,10.0.5.74,RUS,TCP,108,8080,Normal,"{'chaos_factor': np.float64(0.25373396672782056), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.10.3,10.0.5.95,GBR,UDP,139,80,Normal,"{'chaos_factor': np.float64(0.2537339674059682), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.31,10.0.5.24,CHN,SCTP,744,21,Normal,"{'chaos_factor': np.float64(0.25373396799369613), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.16,10.0.5.50,RUS,UDP,3049,443,DDoS,"{'chaos_factor': np.float64(0.2537339686718438), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.35,10.0.5.33,DEU,UDP,1500,80,Normal,"{'chaos_factor': np.float64(0.25373396946301596), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.49,10.0.5.68,IND,ICMP,2002,5432,Brute Force,"{'chaos_factor': np.float64(0.2537339700733488), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.33,10.0.5.50,DEU,SCTP,407,53,Normal,"{'chaos_factor': np.float64(0.25373397075149645), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.31,10.0.5.66,DEU,TCP,366,8080,Normal,"{'chaos_factor': np.float64(0.2537339713844342), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.4,10.0.5.79,IND,SCTP,588,80,Normal,"{'chaos_factor': np.float64(0.2537339720851867), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.5,10.0.5.21,JPN,ICMP,2100,3389,Brute Force,"{'chaos_factor': np.float64(0.25373397267291464), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.32,10.0.5.38,JPN,SCTP,114,8080,Normal,"{'chaos_factor': np.float64(0.2537339733284573), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.28,10.0.5.91,BRA,UDP,40,21,Normal,"{'chaos_factor': np.float64(0.2537339739613951), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.41,10.0.5.54,GBR,SCTP,107,80,Normal,"{'chaos_factor': np.float64(0.2537339746395426), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.18,10.0.5.67,USA,UDP,643,22,Normal,"{'chaos_factor': np.float64(0.25373397536290004), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.20,10.0.5.32,DEU,ICMP,187,53,Normal,"{'chaos_factor': np.float64(0.2537339761088624), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.1,10.0.5.29,BRA,UDP,389,80,Normal,"{'chaos_factor': np.float64(0.2537339766965903), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.5,10.0.5.31,DEU,UDP,564,8080,Normal,"{'chaos_factor': np.float64(0.2537339774199477), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.10,10.0.5.21,JPN,SCTP,2046,22,Brute Force,"{'chaos_factor': np.float64(0.2537339780076756), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.5,10.0.5.55,BRA,UDP,360,53,Normal,"{'chaos_factor': np.float64(0.253733979273551), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.27,10.0.5.75,FRA,UDP,370,443,Normal,"{'chaos_factor': np.float64(0.25373397988388385), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.39,10.0.5.35,KOR,TCP,0,37348,Port Scan,"{'chaos_factor': np.float64(0.25373398049421664), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.27,10.0.5.18,IND,ICMP,2033,22,Brute Force,"{'chaos_factor': np.float64(0.2537339811045494), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.48,10.0.5.29,RUS,UDP,160,53,Normal,"{'chaos_factor': np.float64(0.2537339817374871), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.33,10.0.5.49,CHN,SCTP,679,22,Normal,"{'chaos_factor': np.float64(0.2537339824382396), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.35,10.0.5.65,DEU,UDP,3092,8443,DDoS,"{'chaos_factor': np.float64(0.2537339833650412), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.11,10.0.5.46,KOR,TCP,204,53,Normal,"{'chaos_factor': np.float64(0.253733983975374), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.31,10.0.5.27,USA,TCP,554,8080,Normal,"{'chaos_factor': np.float64(0.25373398454049695), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.17,10.0.5.35,JPN,UDP,2064,22,Brute Force,"{'chaos_factor': np.float64(0.25373398517343465), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.30,10.0.5.74,FRA,UDP,315,21,Normal,"{'chaos_factor': np.float64(0.25373398610023623), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.18,10.0.5.50,FRA,UDP,593,443,Normal,"{'chaos_factor': np.float64(0.2537339891971099), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.36,10.0.5.75,CHN,ICMP,328,22,Normal,"{'chaos_factor': np.float64(0.2537339899430721), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.20,10.0.5.81,JPN,UDP,0,64478,Port Scan,"{'chaos_factor': np.float64(0.25373399066642943), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.48,10.0.5.91,KOR,SCTP,198,53,Normal,"{'chaos_factor': np.float64(0.253733991321972), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.29,10.0.5.20,BRA,SCTP,537,80,Normal,"{'chaos_factor': np.float64(0.2537339920453293), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.32,10.0.5.98,RUS,TCP,128,53,Normal,"{'chaos_factor': np.float64(0.2537339929947358), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.32,10.0.5.84,GBR,UDP,360,22,Normal,"{'chaos_factor': np.float64(0.2537339938989324), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.23,10.0.5.97,USA,SCTP,764,443,Normal,"{'chaos_factor': np.float64(0.2537339948483389), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.13,10.0.5.37,FRA,ICMP,3000,8443,DDoS,"{'chaos_factor': np.float64(0.2537339955943011), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.18.33,10.0.5.81,DEU,UDP,100,80,Normal,"{'chaos_factor': np.float64(0.25373399636286825), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.15.32,10.0.5.47,IND,ICMP,830,443,Normal,"{'chaos_factor': np.float64(0.2537339970410157), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.46,10.0.5.79,FRA,UDP,3096,80,DDoS,"{'chaos_factor': np.float64(0.2537339976513484), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.12,10.0.5.67,IND,SCTP,351,21,Normal,"{'chaos_factor': np.float64(0.253733998284286), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.11.32,10.0.5.85,IND,TCP,914,22,Normal,"{'chaos_factor': np.float64(0.25373399889461873), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.21,10.0.5.98,GBR,SCTP,2064,5432,Brute Force,"{'chaos_factor': np.float64(0.25373399957276616), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.13.45,10.0.5.69,BRA,SCTP,71,443,Normal,"{'chaos_factor': np.float64(0.2537340002057038), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.16.38,10.0.5.83,DEU,UDP,2071,22,Brute Force,"{'chaos_factor': np.float64(0.2537340009742709), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.4,10.0.5.73,FRA,TCP,373,80,Normal,"{'chaos_factor': np.float64(0.25373400167502325), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.12.1,10.0.5.70,IND,TCP,0,34826,Port Scan,"{'chaos_factor': np.float64(0.2537340022853559), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.19.42,10.0.5.63,JPN,TCP,288,443,Normal,"{'chaos_factor': np.float64(0.25373400296350335), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.14.24,10.0.5.91,IND,TCP,2006,3389,Brute Force,"{'chaos_factor': np.float64(0.25373400361904586), 'entropy_flag': True}"
2026-02-07 10:05:38,45.33.17.34,10.0.5.63,RUS,UDP,3055,8443,DDoS,"{'chaos_factor': np.float64(0.25373400434240306), 'entropy_flag': True}"
